km_since_last_service,days_since_service,vehicle_age_years,past_emergency_repairs,cumulative_cost_inr,avg_daily_km,critical_sensor_pressure_ratio,failure_next_30_days
14555.3,56,6.1,1,187414.09,266.0,1.051,0
20876.6,43,2.5,1,95668.74,331.3,1.078,0
2017.1,55,2.6,0,71277.92,233.7,1.126,0
7285.5,87,1.1,0,52487.73,253.3,0.788,0
5644.3,9,6.5,2,233387.56,240.7,1.041,0
6872.3,61,9.9,0,265355.88,335.1,0.918,0
1708.9,52,9.0,0,246065.39,291.9,1.087,0
1945.5,136,7.4,2,235194.7,227.2,1.025,0
903.5,37,8.1,1,240853.28,395.1,0.923,0
7724.1,88,4.8,0,144909.69,207.0,1.201,0
7585.3,67,3.7,0,114581.34,265.5,0.954,0
22548.0,142,4.3,2,168978.4,338.9,0.925,0
11616.2,130,1.7,1,88731.26,259.6,0.949,0
14343.0,199,6.7,0,196259.03,247.1,0.776,0
62357.4,145,2.6,2,121931.64,292.9,0.808,1
2023.4,92,7.9,2,248387.16,276.6,1.144,0
26363.9,125,2.7,0,84526.93,217.1,1.005,0
10372.1,63,3.1,0,95582.15,309.2,1.06,0
8128.6,81,9.6,1,277028.32,217.4,1.028,0
7360.7,84,1.9,0,61705.3,183.7,1.035,0
12967.0,39,5.5,0,157147.72,279.3,0.995,0
8172.5,139,1.6,1,77757.56,215.6,0.925,0
4856.9,172,1.8,1,78839.84,270.1,1.073,0
7538.1,68,6.7,1,205247.35,291.4,1.022,0
13183.6,72,6.7,2,217059.49,279.7,0.867,1
15800.2,47,2.7,0,89676.59,456.3,1.074,0
27871.3,30,8.9,1,255191.65,356.8,1.188,0
11320.1,116,7.3,2,240616.83,302.6,1.043,0
21567.7,32,3.7,0,115663.4,299.1,0.927,0
9444.8,30,3.2,0,104900.07,318.2,1.029,0
10252.9,112,7.8,1,241569.3,269.7,1.092,0
9925.3,85,7.6,0,212409.9,264.4,0.871,0
12131.5,117,2.3,1,96280.48,266.8,0.94,0
17410.8,43,4.1,0,128204.99,241.6,1.004,0
7959.2,214,3.0,2,121847.47,391.6,0.962,0
5848.7,38,3.6,1,127044.04,209.6,1.022,0
18202.6,52,3.6,1,125290.01,328.1,1.169,0
17473.3,44,9.8,0,260707.16,319.1,0.822,0
23467.5,210,7.8,2,248731.02,312.1,0.835,1
7187.9,57,8.0,0,230970.32,274.1,0.951,0
9236.4,36,3.5,0,106297.96,217.2,1.029,0
18590.2,282,1.0,0,47675.69,298.1,0.848,1
7900.5,190,1.5,0,53949.46,298.1,1.217,1
15421.1,157,6.0,0,165636.52,412.8,1.107,0
9470.1,183,3.6,2,140615.21,310.5,0.843,1
12926.5,37,2.7,2,120705.92,288.9,1.007,0
4789.1,199,1.4,2,99661.54,272.7,1.049,0
11233.0,65,8.9,0,240117.03,248.0,0.897,0
630.0,95,6.4,0,176218.54,287.5,0.798,1
20642.5,74,2.0,0,71459.3,308.9,0.904,0
16593.1,171,7.9,0,217963.0,226.2,1.117,1
5591.4,8,7.8,1,241568.64,243.4,0.849,0
26635.5,33,3.6,0,111912.98,218.8,1.158,1
19936.9,183,2.7,2,130473.02,300.6,0.885,1
4949.4,47,8.3,2,258331.57,338.9,0.689,1
7571.1,168,4.0,2,154641.31,109.0,1.143,0
5146.7,46,8.6,0,239311.33,251.9,0.942,0
13138.9,63,1.4,0,51437.31,379.1,0.972,0
7358.0,225,5.5,0,157800.1,316.1,1.034,1
2417.1,124,2.6,2,115503.82,294.8,0.84,0
10224.6,86,7.0,1,213941.64,199.8,0.868,0
17795.8,106,10.0,0,262057.4,324.0,0.952,1
11372.5,146,4.7,0,133947.57,267.3,1.122,0
14625.0,82,1.9,0,61199.2,317.0,1.034,0
12025.8,112,3.9,0,115362.39,406.2,1.032,0
16202.3,285,9.0,1,266206.05,192.6,1.118,0
12665.9,35,7.9,1,228415.69,358.1,1.097,1
9885.0,85,3.1,2,135622.58,253.5,0.899,0
11288.3,54,9.6,1,274521.23,345.7,0.907,0
23954.0,40,6.6,0,174350.56,235.4,1.063,1
15102.9,84,2.5,0,86584.73,212.0,0.982,0
5578.7,40,6.2,1,193681.56,316.0,0.986,0
11180.8,36,5.1,0,144624.45,171.0,0.756,0
13001.8,71,8.4,2,269728.83,224.6,0.998,1
9684.3,109,4.1,2,168893.76,224.8,1.094,0
2427.9,104,8.9,1,260416.39,229.9,0.956,0
5975.9,72,8.3,1,251573.99,307.8,0.974,0
8186.7,27,7.1,0,188610.43,302.0,1.184,0
28358.4,25,3.3,2,141182.81,263.7,0.921,1
14166.8,97,9.7,3,319659.85,223.8,1.214,1
3415.8,48,5.9,5,260697.22,259.9,0.808,1
10066.7,88,9.2,1,260135.89,192.6,1.055,0
21881.8,81,2.9,0,90775.07,192.3,0.796,0
7290.7,16,9.9,1,285834.75,225.5,1.072,0
18988.5,185,8.3,2,264250.19,181.0,0.887,1
3502.0,25,9.5,0,256822.78,276.2,0.856,0
801.0,64,2.9,1,114059.55,303.4,0.926,0
20584.5,29,4.9,1,156443.74,268.4,0.921,0
7918.3,48,1.9,1,82979.59,201.1,0.991,0
2521.8,52,2.2,0,78675.06,240.1,1.09,0
8324.8,56,3.6,0,114557.07,322.9,1.146,0
11959.5,66,9.6,1,278599.74,338.0,1.233,0
13878.2,210,7.0,1,221163.97,195.2,0.978,1
1270.9,38,3.8,2,159662.53,294.3,0.971,0
6918.9,112,9.6,1,286656.3,218.3,1.019,0
11056.6,156,7.7,1,224384.55,338.7,0.942,1
13860.0,105,9.2,1,266606.5,342.0,0.728,1
5533.0,176,9.3,1,272302.07,118.2,1.032,0
9373.2,105,7.8,1,226887.91,211.2,0.856,1
7275.8,103,3.2,0,98712.71,292.7,0.999,0
12199.3,159,10.0,2,301783.24,133.9,0.943,1
20170.2,94,3.9,0,107393.43,355.8,0.863,0
8617.6,157,7.0,2,226838.24,291.2,0.92,1
3981.4,94,8.6,1,253216.84,173.9,0.877,0
6671.3,155,2.6,2,128913.57,326.7,1.013,0
26486.3,198,6.5,2,211484.54,327.1,0.946,1
5991.9,59,4.4,2,171590.41,301.4,1.02,0
4583.5,53,3.2,2,135967.62,292.7,0.846,0
8285.2,176,1.1,1,64976.67,317.4,1.046,0
10068.2,153,8.8,1,255006.0,199.4,1.192,0
7569.2,18,2.2,1,91348.71,276.2,1.033,0
3517.2,89,8.9,1,259300.25,216.3,1.126,0
12908.2,223,6.4,0,183814.73,331.6,0.967,1
12206.8,33,6.6,1,201964.11,262.1,0.962,0
15861.5,29,8.5,0,240397.45,127.8,1.079,0
12043.6,47,5.6,0,153833.57,171.7,0.973,0
25270.8,56,4.2,3,186708.41,259.0,1.127,0
16573.4,21,2.2,2,108658.88,227.5,0.986,0
14702.3,33,6.1,0,170270.19,229.9,1.026,1
20587.2,19,6.0,1,189526.09,214.9,0.94,0
11610.0,87,3.6,0,105278.34,210.1,0.845,0
9498.2,86,6.4,0,187896.87,282.4,0.984,0
12822.4,177,5.0,0,143279.5,305.1,0.971,0
2324.0,92,8.2,2,262852.0,275.8,0.934,0
11632.3,111,6.0,1,189023.13,299.9,1.058,0
10061.5,118,9.4,1,277862.76,263.8,1.131,0
13649.0,37,5.7,1,175478.77,167.3,1.144,0
19020.7,34,9.0,1,256672.1,349.8,0.984,0
14950.4,30,5.7,0,163069.37,345.9,0.931,0
6683.5,56,6.0,1,187919.35,297.4,0.901,0
17287.9,53,4.3,1,143510.64,186.1,1.257,0
25475.9,80,4.6,0,139764.97,171.6,1.155,0
19299.5,124,9.4,2,289179.16,215.9,1.006,0
4253.3,111,3.0,0,88271.73,389.1,0.757,0
14859.4,52,2.1,1,105249.51,282.4,0.985,0
4735.3,46,8.5,1,246068.83,261.3,1.106,0
8922.0,50,6.2,0,177846.59,267.6,0.914,0
13414.5,55,3.6,0,108420.88,236.7,0.864,0
12395.0,24,4.9,1,147754.82,256.4,1.08,1
19087.8,93,5.7,1,177191.91,265.7,1.003,0
25545.1,224,6.3,3,231214.83,225.4,1.005,1
14207.7,77,8.4,0,217008.55,187.3,1.003,0
8494.8,79,4.5,0,128229.27,266.5,0.844,0
2424.2,101,7.1,2,230080.74,213.9,0.916,1
21802.9,32,8.5,1,249208.7,324.9,0.994,0
10094.3,47,8.6,1,259233.65,289.5,0.846,0
10423.1,51,3.3,1,118968.97,253.7,0.89,0
10938.9,31,4.2,0,120849.11,217.0,1.18,0
13829.9,196,6.4,3,237344.88,300.9,1.028,1
14067.9,122,9.0,0,240012.88,303.3,1.028,0
9012.2,127,8.1,0,231833.06,232.6,1.086,0
10032.4,60,6.3,1,190667.83,281.4,1.073,0
7193.7,83,9.9,0,264363.06,208.5,1.019,1
6680.0,56,5.0,2,178579.05,269.9,0.912,0
6658.3,65,8.6,1,255604.82,210.9,0.881,1
9960.0,79,8.4,2,269491.91,230.7,1.042,0
5816.4,68,9.2,3,304894.04,311.8,1.182,1
717.1,79,9.9,2,300546.26,330.9,0.716,1
8400.9,21,5.5,0,150640.66,176.5,1.098,0
4453.6,33,2.8,0,90767.63,250.8,0.849,0
11397.4,56,5.1,1,169412.01,300.7,1.049,1
7175.2,63,8.7,0,241561.38,197.4,0.972,0
13930.3,63,8.5,1,244478.65,236.2,0.95,0
4763.6,108,4.0,2,156734.24,292.8,1.01,0
2827.9,89,1.4,1,67469.74,227.7,1.065,0
10047.9,98,5.6,3,214449.71,180.2,1.138,0
8173.8,50,5.3,1,166823.62,239.9,0.917,1
4169.0,37,1.8,1,78815.65,247.3,1.06,0
16581.0,67,8.2,1,248401.78,353.4,1.037,0
5368.1,116,3.6,0,114442.44,401.3,1.049,0
6468.0,191,6.8,0,191339.36,280.2,0.988,0
18389.9,51,1.9,1,82875.63,265.7,1.062,0
14401.7,191,8.7,0,242286.61,193.3,1.227,1
4959.7,34,7.7,1,233842.76,176.2,1.021,0
8648.6,23,4.5,0,132299.02,329.7,0.98,0
4603.5,62,6.7,0,190681.66,171.7,0.973,0
17634.0,37,2.7,1,105242.61,299.6,1.026,0
17627.2,45,9.9,1,282045.03,403.2,0.988,0
27636.7,135,8.2,1,243618.58,198.7,1.198,1
33589.2,127,8.1,0,216933.67,145.0,0.861,1
7119.5,89,2.4,1,92704.1,288.8,1.165,0
16032.2,85,1.2,0,40918.43,337.1,0.948,0
2488.5,45,6.3,0,184349.56,200.6,0.991,0
11922.5,67,2.3,1,92770.22,317.6,1.074,0
13694.0,60,8.0,1,245169.86,334.9,0.936,0
5577.0,27,4.7,0,128920.08,282.9,0.926,0
6827.5,212,4.0,1,151626.21,236.1,0.896,0
17695.2,61,1.7,1,78474.77,308.4,0.913,0
13893.9,35,10.0,1,288558.41,228.7,1.021,1
25683.5,25,9.6,2,290018.66,257.3,1.241,1
24030.7,102,2.2,0,73792.7,238.2,1.07,0
3092.4,201,4.0,0,116614.57,276.9,1.098,1
7594.6,241,4.5,3,182319.25,270.6,0.866,1
5172.5,70,3.7,1,128233.38,258.5,0.87,0
16419.1,61,9.4,1,264776.54,245.5,1.097,1
12629.5,80,7.5,0,217012.78,295.7,0.77,0
5427.6,79,9.6,0,258726.28,216.2,0.991,0
6036.2,16,8.9,0,247688.37,211.3,1.137,0
21088.2,56,7.8,0,229296.21,328.2,0.976,0
8163.1,93,7.3,0,198325.44,315.8,0.976,0
2151.8,105,8.8,0,241662.39,218.5,1.091,0
5089.5,110,7.2,1,219309.35,214.7,0.978,0
28656.9,78,2.7,0,81184.46,218.1,1.119,0
18693.3,34,6.8,1,213074.72,149.2,0.924,0
4390.0,69,5.6,0,167678.86,316.7,1.144,1
11919.3,161,9.8,0,263802.4,281.7,0.998,0
18040.9,97,5.6,1,179969.69,206.2,0.839,0
3058.2,63,1.3,0,54274.32,302.5,1.032,0
19184.5,254,3.4,1,121437.14,313.1,0.831,1
13816.7,81,9.3,1,274553.58,257.0,1.002,0
6558.6,68,9.7,0,258092.66,287.1,0.883,1
15112.2,116,7.6,0,207026.85,285.9,0.792,0
12735.2,31,1.5,1,68769.24,259.1,0.761,0
13252.6,61,1.2,0,47922.56,261.8,1.098,0
11663.5,69,5.3,0,157723.87,282.0,0.867,0
5884.5,20,10.0,0,269349.71,272.4,1.062,0
6658.0,86,8.8,0,237506.0,233.6,1.056,0
9185.7,105,9.4,0,245566.09,226.9,1.158,0
10970.0,52,6.6,1,195622.06,355.8,1.055,1
15630.3,120,8.7,2,267512.64,237.4,0.744,1
29034.7,146,3.9,1,135175.66,183.1,1.118,1
12251.0,157,1.2,0,60146.32,330.7,0.97,1
15471.3,35,9.3,0,254694.42,257.4,1.174,0
17522.0,84,3.0,0,93509.13,255.5,1.028,0
16104.5,112,7.6,0,212807.03,256.6,1.079,0
5731.2,84,6.9,1,208648.02,335.3,1.1,0
22195.9,140,2.4,1,84496.8,201.6,0.904,0
20281.6,88,2.8,1,110676.2,325.9,1.088,1
11568.2,34,4.0,0,123571.59,279.9,1.047,0
5970.0,141,7.8,2,245516.65,315.2,1.084,0
10864.0,82,1.4,1,72342.24,232.7,1.019,0
3372.6,195,4.7,1,159899.1,421.0,0.943,0
23808.9,34,7.0,0,187714.57,253.3,0.861,1
7069.3,83,2.5,1,107685.77,256.3,0.993,0
8893.7,186,2.1,0,76260.29,205.4,1.098,0
22874.4,89,4.5,1,157150.26,252.3,0.994,0
21370.9,125,3.6,0,119755.5,208.4,1.055,0
13030.5,149,6.8,1,204829.79,389.9,0.655,0
25791.3,80,9.7,1,285304.07,152.1,1.127,0
5605.9,42,1.0,2,75762.75,120.7,1.091,0
13034.4,135,9.1,2,280974.26,226.5,1.042,1
5638.2,70,4.9,2,188070.15,282.0,1.142,0
19594.0,15,7.0,0,198177.87,341.4,1.018,0
19210.0,166,8.7,1,251358.33,268.1,1.121,0
26802.0,210,6.2,0,169517.39,240.1,0.996,1
10664.6,50,1.9,1,84831.77,260.4,0.95,1
30918.3,77,2.3,1,90808.95,306.3,1.031,1
5316.5,221,8.1,1,231712.51,189.8,0.858,0
10318.4,188,3.1,0,95917.44,319.1,1.139,0
5450.9,113,6.1,0,166491.07,148.2,1.139,0
11999.8,178,4.9,2,174637.42,245.3,1.219,0
5784.1,67,3.7,1,140088.82,254.1,0.99,0
19623.9,27,8.1,1,237738.41,174.4,1.019,0
14081.2,156,7.6,0,202253.81,262.0,1.019,0
5004.9,76,6.8,1,211679.6,233.7,0.954,0
17101.1,22,4.4,0,129550.92,274.6,1.029,0
24786.1,52,3.0,1,118995.21,277.3,1.037,1
14873.1,65,5.6,3,215069.15,282.3,0.696,0
4001.3,71,8.4,0,229035.78,229.5,0.881,0
9722.9,46,6.2,1,194062.84,269.1,1.124,0
15975.4,36,9.7,1,287490.72,332.7,1.033,0
9158.7,19,1.1,1,60945.4,307.8,0.78,0
5268.9,19,10.0,1,292940.32,278.2,0.88,0
20887.0,75,7.2,1,219488.59,202.0,1.008,0
8914.8,91,8.5,0,236325.91,104.5,0.898,0
24794.6,35,4.0,0,114205.22,140.7,1.068,0
7621.0,175,5.6,2,191396.28,298.4,1.051,0
8591.2,58,8.2,0,216019.49,211.8,1.065,0
7239.1,71,7.8,1,230750.93,183.2,1.009,0
9620.9,68,4.0,2,155217.17,220.7,0.993,0
13948.0,16,3.9,0,111497.69,251.8,1.208,0
5461.6,141,7.0,0,190645.94,265.1,0.892,0
4767.5,111,9.4,0,256565.52,216.0,0.658,1
3005.3,179,4.9,1,166740.27,314.9,0.791,0
2716.0,172,4.2,0,123953.02,246.9,0.899,0
4036.6,102,9.1,2,282920.04,244.9,1.233,0
7587.2,116,7.1,0,197542.34,204.5,1.109,0
11870.4,34,4.5,0,129079.42,376.9,0.856,0
13502.3,58,1.5,0,56194.3,250.1,0.89,0
11545.9,68,7.5,0,205864.28,292.6,1.049,0
23228.1,52,4.2,1,145836.43,270.4,0.977,0
27361.3,169,1.6,0,65534.01,334.6,0.852,1
8941.4,85,6.5,0,182840.04,209.1,0.848,0
5525.4,43,3.9,1,132203.08,291.5,0.894,0
31979.4,163,4.0,3,164398.22,241.1,0.869,0
20486.3,87,5.3,0,147951.32,271.4,0.899,1
19643.8,137,7.5,1,225920.5,239.3,1.017,0
7390.8,33,3.5,1,123240.41,374.8,1.021,0
17342.8,92,1.7,3,115943.23,253.3,0.758,0
11601.0,41,4.8,0,132590.7,166.7,0.992,0
10190.7,89,1.5,1,73587.63,252.2,0.918,0
10180.0,111,7.3,0,205597.54,268.0,1.039,0
14321.7,31,9.6,2,287844.18,267.9,1.111,1
23649.7,74,6.9,1,192530.05,183.6,1.066,0
33446.2,33,3.5,1,118463.31,189.0,0.848,0
8237.2,141,2.6,0,86927.13,371.5,1.017,0
11995.2,79,3.1,2,128600.89,246.4,1.122,0
10034.0,43,3.0,1,116682.43,252.7,0.938,0
13775.4,51,3.8,0,120353.46,385.3,0.648,0
9278.5,57,1.9,0,59715.85,308.1,1.091,0
30400.9,177,9.1,1,268750.63,258.0,0.851,1
6837.5,72,9.0,0,248715.67,274.1,1.163,0
8244.5,127,6.5,1,202225.29,379.7,0.956,0
7461.7,75,1.6,0,57626.84,222.0,1.123,0
9734.8,34,8.2,1,249183.21,310.1,0.879,0
4255.2,51,1.6,1,85082.44,300.9,0.959,0
7554.5,95,2.0,1,86533.18,263.6,1.056,0
13697.1,16,3.9,0,119446.22,227.2,1.144,0
13638.2,105,4.9,0,145663.21,284.2,1.051,0
12403.0,46,4.2,1,151581.06,259.8,1.036,0
22507.1,85,2.5,0,88637.32,303.1,1.041,0
14013.6,52,2.0,0,67717.91,161.7,0.856,0
22098.0,118,8.7,0,244674.63,451.0,1.108,1
33460.0,78,4.3,1,134285.2,295.7,0.719,1
17591.4,115,3.0,1,114841.76,289.0,1.056,0
4270.5,19,5.4,2,204793.17,383.3,0.771,0
12695.2,67,1.3,1,65006.94,222.5,1.003,0
11614.3,45,6.4,1,197258.25,218.3,0.954,0
24772.2,103,3.2,0,98442.06,240.4,0.95,0
9954.7,140,6.4,0,177895.33,390.3,1.043,0
6225.3,137,6.5,2,223915.1,254.4,0.989,1
7841.0,183,8.3,0,231409.0,425.5,1.06,0
4389.3,143,3.1,0,100121.59,228.1,1.08,0
693.1,66,5.2,0,150404.98,102.8,0.665,0
30481.2,38,9.7,2,301281.5,159.1,1.195,1
10790.1,21,7.5,1,223779.32,295.4,0.863,0
4697.9,37,9.8,2,303468.09,298.9,1.042,1
26019.4,18,9.3,3,310259.89,281.8,1.108,0
28478.9,28,6.5,0,178922.97,198.3,1.082,0
11853.1,90,3.4,1,122151.88,188.4,1.113,1
4101.0,19,7.8,2,251772.81,173.3,0.854,0
7964.5,98,7.3,0,201412.08,241.1,0.989,0
9301.2,51,6.3,0,174956.09,280.9,1.089,0
11011.7,80,7.3,1,216163.4,337.1,0.959,0
5130.4,82,6.5,2,214147.27,316.6,1.103,0
18413.4,183,5.7,0,160625.64,270.9,1.047,0
1977.3,84,4.7,1,157343.27,421.1,1.009,0
20115.5,29,1.4,0,62792.26,263.2,1.126,0
22526.6,40,8.8,3,285302.67,124.5,0.77,0
8476.4,82,8.8,1,261876.25,180.1,0.793,0
10252.9,64,6.3,0,188512.96,266.6,1.078,0
24108.9,84,3.4,1,113297.17,179.9,0.99,0
15626.1,99,1.3,0,60517.9,339.1,0.981,0
8670.0,41,1.0,3,107479.67,274.0,0.981,0
9332.2,101,1.7,0,61998.93,340.9,1.149,0
14368.8,108,4.2,0,124911.04,276.7,0.944,0
28957.6,85,2.7,1,102164.56,114.6,1.033,1
9514.5,217,3.4,0,102911.14,350.9,1.036,0
8502.4,21,7.3,2,237223.38,256.6,1.13,0
10964.8,201,9.6,1,276993.23,259.7,1.03,1
11004.6,60,2.9,2,125062.37,288.7,1.049,0
12918.5,45,5.2,0,161054.39,251.8,0.849,0
10273.1,103,9.9,0,267767.87,294.2,0.856,0
20793.3,51,9.4,1,270729.24,274.3,0.891,1
5903.4,135,4.2,1,144055.7,257.5,0.969,0
13766.1,59,3.9,0,123913.53,174.2,0.907,0
14083.3,146,3.2,2,132582.54,262.7,0.989,0
6268.3,35,2.4,0,84948.05,253.0,0.964,0
13685.9,93,5.1,0,150106.63,301.9,0.737,0
14299.1,43,4.1,1,137858.98,308.1,0.953,1
1263.1,96,7.7,1,233667.84,248.8,0.909,0
5520.6,25,3.1,0,106168.76,241.7,1.112,0
25239.5,27,7.6,1,230104.54,332.9,1.057,0
7299.9,59,3.6,1,132075.5,303.9,1.133,0
4689.5,150,6.3,3,233897.28,221.1,1.142,1
2618.1,22,6.7,1,223781.93,166.3,1.285,0
5167.8,167,7.0,1,215833.33,368.8,0.909,0
10005.2,96,2.6,0,96329.8,309.2,1.075,0
4447.6,143,3.5,1,133921.27,316.6,0.953,0
15744.5,78,3.2,0,101148.38,192.6,0.963,0
6191.4,86,6.2,2,208326.21,308.7,0.85,0
12977.0,65,1.7,1,80262.8,201.9,0.893,0
23228.9,61,5.7,1,183423.92,324.1,1.209,1
22420.8,120,1.8,0,67477.62,252.6,0.977,0
12845.6,36,4.0,1,134510.88,180.2,0.808,0
4928.7,77,7.2,0,201583.39,271.3,0.911,0
10434.4,22,4.7,0,133956.22,291.5,0.971,0
13095.4,28,3.5,1,133973.98,296.6,0.864,0
36919.9,72,6.5,0,177934.06,263.2,1.079,1
2596.6,48,7.7,1,223115.82,138.6,0.975,0
10457.2,67,3.3,2,139724.69,348.2,1.043,0
15421.6,40,3.7,1,128005.84,297.3,0.792,0
11491.0,112,6.8,0,191186.74,263.7,0.855,1
12260.6,29,9.7,2,305251.38,337.2,0.867,0
6447.8,205,2.9,0,102200.87,181.5,1.118,0
18231.3,163,6.9,1,203238.73,238.3,0.968,1
11007.7,103,9.2,0,247607.72,320.6,1.042,0
12234.0,26,5.2,0,152793.37,390.6,1.249,0
19335.5,67,3.9,1,139889.75,232.5,0.917,0
8839.1,107,7.0,1,205483.09,153.4,0.981,0
21736.5,139,1.3,0,49857.19,304.0,0.975,0
4335.5,138,4.2,0,135663.11,342.9,0.84,0
12653.0,121,3.3,1,119137.59,154.1,1.044,0
6177.9,13,3.0,2,136180.92,251.5,0.886,0
5107.9,37,2.6,3,146401.3,327.4,0.818,0
28770.0,124,7.6,0,216680.54,348.7,0.53,1
4506.8,51,9.6,3,313547.28,165.5,1.005,1
11138.9,92,4.5,1,156078.48,244.9,1.013,0
4252.0,213,1.4,0,54873.69,229.9,1.084,0
20985.2,49,7.5,2,233390.42,199.0,1.177,0
8282.2,144,5.8,0,154582.76,272.4,0.99,0
19277.8,96,7.5,0,206400.22,280.0,0.994,0
15119.4,271,6.8,3,247115.34,367.8,0.787,1
33898.7,96,9.1,1,262737.54,114.4,1.243,1
3627.5,51,2.3,0,79606.3,292.0,0.631,0
5488.2,77,2.5,1,96038.79,212.2,0.974,0
18690.3,35,4.1,0,125872.26,189.5,1.188,0
13016.5,118,5.4,1,180311.48,243.8,0.935,0
9248.7,58,9.3,1,273679.09,277.0,0.833,0
30439.7,77,9.2,1,261008.68,224.8,1.072,1
10671.1,152,8.8,0,237151.23,244.1,1.221,0
6340.6,32,3.0,2,130301.85,259.4,1.287,0
19410.0,139,7.6,0,211490.72,285.2,0.878,0
10890.5,24,4.5,1,149401.44,328.4,1.058,0
11410.8,71,9.4,2,283811.47,248.1,1.146,0
15862.6,104,2.9,0,99158.41,266.0,1.073,0
16220.9,124,2.3,0,84916.66,262.2,1.06,0
5436.3,34,8.6,0,236708.64,363.9,0.933,1
8916.2,215,7.5,1,224813.34,289.1,0.957,1
3977.4,105,8.4,2,259748.85,283.2,0.932,0
13131.2,125,2.4,1,86734.78,257.6,0.831,0
28484.9,105,9.0,0,244734.72,261.5,0.876,0
5595.8,35,7.1,0,199549.8,143.3,0.891,0
3429.6,46,6.9,3,253525.82,234.5,1.111,0
7044.4,164,6.2,0,180009.53,291.9,1.071,0
9198.4,167,7.9,0,225238.99,260.6,0.969,0
16303.5,15,4.7,0,141474.8,250.1,0.928,0
8601.3,118,2.2,0,81099.95,345.6,0.721,0
13271.1,70,5.9,0,160865.08,283.8,0.955,0
7738.8,100,7.7,0,216864.48,189.3,1.021,0
9518.0,86,2.4,0,78482.43,165.3,1.257,0
6197.8,85,3.0,0,96496.82,316.9,1.121,0
4919.1,41,7.3,1,223556.23,206.0,1.006,0
16641.1,141,3.4,1,122094.55,276.4,0.994,0
8091.1,51,2.5,0,76515.1,307.9,0.861,0
13843.7,69,9.0,0,244589.9,276.2,1.028,0
6131.4,42,2.4,0,76716.09,354.8,1.028,0
10713.6,77,4.1,1,145356.2,250.0,1.031,0
2018.3,30,4.9,2,182674.77,278.3,0.887,1
8483.5,53,5.3,2,191359.45,234.8,1.204,0
6582.7,140,4.3,1,151370.4,243.2,1.227,0
20508.3,34,9.2,0,252036.37,308.1,0.993,1
4379.4,117,6.9,0,193609.57,315.5,1.093,0
9764.8,28,4.2,0,129502.02,166.8,0.804,0
13035.4,49,4.2,0,127844.24,213.6,0.845,0
18903.1,49,5.5,1,172254.65,272.6,1.068,1
17439.4,133,1.3,0,56807.81,295.2,1.064,0
10249.7,168,9.3,0,241332.41,186.6,1.067,0
11149.8,61,3.0,1,120400.26,226.8,1.0,0
20498.0,30,7.3,0,206130.64,292.4,1.093,1
10129.1,55,8.0,1,231686.03,303.4,0.876,0
11877.0,58,8.4,2,270458.89,283.7,0.963,1
20879.0,53,2.5,0,86046.43,250.4,1.24,0
36527.2,70,5.8,0,168805.64,200.0,0.978,0
12491.3,42,1.8,1,83609.84,237.6,1.129,0
14543.6,31,8.2,0,219885.36,320.8,0.967,0
17143.3,17,5.4,1,178666.37,315.0,1.032,0
20766.6,129,2.4,1,92258.68,208.4,1.131,0
19171.3,86,7.5,0,204214.92,355.6,0.853,0
7350.9,110,4.0,1,129533.38,214.0,1.16,0
12990.1,101,2.0,0,71795.17,269.0,0.963,0
19246.8,73,5.1,4,218981.4,197.0,1.061,0
23246.7,70,3.1,3,145293.8,361.6,0.911,0
9775.8,212,9.6,0,269407.0,311.0,0.925,0
12804.8,54,4.3,0,119358.55,271.2,0.826,0
13683.4,78,6.2,1,191570.46,234.6,0.889,0
10926.4,57,9.5,1,275810.63,390.6,1.002,0
12609.5,37,4.5,0,129464.58,291.2,1.007,0
1920.7,267,4.2,2,161728.35,382.3,1.087,1
48968.5,107,2.5,2,117843.05,269.0,0.97,1
9524.8,48,9.4,1,273017.74,270.8,1.124,0
9987.0,41,8.2,1,235350.24,310.2,1.126,0
3145.9,117,3.0,0,91858.67,271.5,0.928,0
2735.8,147,4.0,0,122653.35,276.1,0.551,1
14252.5,33,9.2,0,248129.13,282.9,1.041,0
19291.3,68,5.8,0,163355.6,312.5,0.995,1
17310.1,78,6.0,1,186369.91,213.7,0.856,0
6119.9,78,6.8,0,191244.29,262.0,1.183,0
16731.8,89,7.9,0,222552.79,230.0,0.946,0
9889.1,63,9.5,0,257972.79,298.9,0.873,0
8424.5,72,8.2,0,228798.48,261.4,1.274,0
4062.0,74,9.4,0,260860.9,227.1,0.958,0
6646.3,32,8.4,0,232700.48,346.7,1.0,0
14446.8,209,1.4,1,70732.02,331.0,1.044,0
12908.9,121,2.1,0,70282.23,331.2,0.841,0
11802.5,142,9.0,0,243928.7,338.6,0.912,0
1829.5,91,1.2,0,58729.1,295.3,0.974,0
11875.5,272,8.1,0,216624.74,300.4,1.188,1
7278.9,7,8.6,1,253744.69,249.7,0.886,1
12964.0,80,4.7,0,138264.66,340.8,1.119,0
21121.4,40,4.2,1,137956.81,270.7,1.054,0
7998.6,84,2.7,0,87046.68,226.5,0.985,0
11356.7,184,1.4,0,52948.94,286.3,0.911,0
30338.1,115,7.7,3,272150.62,238.8,0.869,1
12582.9,75,1.7,1,78976.86,315.9,1.387,0
10521.8,196,9.5,1,270494.94,306.6,1.132,1
6188.6,134,3.7,0,103137.58,312.6,0.966,0
